song_id,filename,valence_pred,arousal_pred,mood_basic_pred,mood_detailed_pred,actual_quadrant,actual_mood,pred_quadrant,correct
A029,A029.mp3,0.3427639432269119,0.22844539434523817,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
A034,A034.mp3,0.3480676080666705,0.39412293064574294,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
A035,A035.mp3,0.41203464554748465,0.3383189681282971,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
A038,A038.mp3,0.364828121408046,0.32430027078823964,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
A045,A045.mp3,0.393515670920377,0.27779781114718605,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
A048,A048.mp3,0.3328175927804833,0.3525152008928572,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
A060,A060.mp3,0.34900083491161626,0.36310041264801385,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
A061-66,A061-66.mp3,0.36766046705898264,0.2652190426587302,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
A071-70,A071-70.mp3,0.37201972589659704,0.36036078125,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
A073-143,A073-143.mp3,0.3864254862535127,0.3689655555555556,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
A081-67,A081-67.mp3,0.3779715570887446,0.3074727186082767,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
A083-158,A083-158.mp3,0.34364758730954503,0.4187708122735874,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
A084-75,A084-75.mp3,0.4434395373376625,0.38508031452922076,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
A085-69,A085-69.mp3,0.39753366567460324,0.3703993576388889,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
A096-68,A096-68.mp3,0.340495634920635,0.4231327157738095,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
A097-152,A097-152.mp3,0.37939991893326974,0.29361050843253955,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
A106-100,A106-100.mp3,0.4314383981153513,0.3095085624454127,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
A117-76,A117-76.mp3,0.46093021081349195,0.4320029228670636,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
A126-77,A126-77.mp3,0.3900944340728716,0.27130541418650794,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
A130-162,A130-162.mp3,0.36331292868589743,0.3756668290043288,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
A143-72,A143-72.mp3,0.36298682934253235,0.322574950275419,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
A157-71,A157-71.mp3,0.32195124165530414,0.28593533269557825,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
A170,A170.mp3,0.41497485706366805,0.3488937896825396,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
A171,A171.mp3,0.39147856150793664,0.2892696180555556,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
A188,A188.mp3,0.38221976717726736,0.3423008159722222,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
A191,A191.mp3,0.4366631642316016,0.3540727598443224,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
A195,A195.mp3,0.3639409613665542,0.3430940201386845,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000004637,MT0000004637.mp3,0.3603304263618326,0.4924054737103176,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000008995,MT0000008995.mp3,0.36003025159685065,0.38757827471139955,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000010219,MT0000010219.mp3,0.34662246054292933,0.5053652132936507,Angry/Tense,Neutral/Balanced,Q3,Sad/Calm,Q2,False
MT0000022993,MT0000022993.mp3,0.36831951727092355,0.41116290143457435,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000027422,MT0000027422.mp3,0.43159527281746035,0.4844383159722222,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000027476,MT0000027476.mp3,0.4394351914231601,0.44645171875,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000031210,MT0000031210.mp3,0.2649705059523809,0.3602768080357142,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000043184,MT0000043184.mp3,0.4136024358238213,0.325960368190837,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000044741,MT0000044741.mp3,0.4303819933712123,0.4827135544010166,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000059269,MT0000059269.mp3,0.30612336985930716,0.346452472718254,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000060906,MT0000060906.mp3,0.40642489583333336,0.4745502013641804,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000062500,MT0000062500.mp3,0.3491409412909089,0.4512529613095238,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000074128,MT0000074128.mp3,0.5105174594357753,0.391549120115995,Content/Relaxed,Neutral/Balanced,Q3,Sad/Calm,Q4,False
MT0000082188,MT0000082188.mp3,0.3773723724428708,0.40636304178639837,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000086233,MT0000086233.mp3,0.3898680835573478,0.3652055012531326,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000088320,MT0000088320.mp3,0.4854636485889725,0.5330341789463228,Angry/Tense,Neutral/Balanced,Q3,Sad/Calm,Q2,False
MT0000091781,MT0000091781.mp3,0.48707249188921076,0.35211643469887954,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000092637,MT0000092637.mp3,0.3307491803075397,0.35936656699382996,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000095414,MT0000095414.mp3,0.4862048579883202,0.40066817760304824,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000098581,MT0000098581.mp3,0.406003907299298,0.358419264893093,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000123853,MT0000123853.mp3,0.43444627715029854,0.35279298115079377,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000124779,MT0000124779.mp3,0.39603203125,0.35000996031746034,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000151529,MT0000151529.mp3,0.40592785018008526,0.37428720843332913,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000162219,MT0000162219.mp3,0.420745291680823,0.3469765631289398,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000171421,MT0000171421.mp3,0.4017240724206349,0.3928937820512818,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000171852,MT0000171852.mp3,0.31751196364909595,0.34027204782908366,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000175597,MT0000175597.mp3,0.31993971301572866,0.33058594324078705,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000177451,MT0000177451.mp3,0.39590676723552043,0.3804300746302308,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000185453,MT0000185453.mp3,0.33481694196428546,0.3641981009615385,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000192913,MT0000192913.mp3,0.4082009963584012,0.4376773115079365,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000192982,MT0000192982.mp3,0.4818814360119048,0.33895374255952393,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000203272,MT0000203272.mp3,0.3619452978445167,0.49201590474731555,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000214287,MT0000214287.mp3,0.34074574652777784,0.3681391064664504,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000255724,MT0000255724.mp3,0.47220619620621257,0.44054960430194795,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000268576,MT0000268576.mp3,0.4000298526473528,0.3618323723625628,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000277633,MT0000277633.mp3,0.28885587301587284,0.3281742708333333,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000289116,MT0000289116.mp3,0.38815217207372066,0.37962630907287154,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000293345,MT0000293345.mp3,0.5422738343253969,0.5116167162698411,Happy/Energetic,Content/Active,Q3,Sad/Calm,Q1,False
MT0000299291,MT0000299291.mp3,0.5154996522054338,0.448959486828537,Content/Relaxed,Neutral/Balanced,Q3,Sad/Calm,Q4,False
MT0000300896,MT0000300896.mp3,0.35140651537698425,0.46131777191558443,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000312152,MT0000312152.mp3,0.4478472930194806,0.3769833152958153,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000315392,MT0000315392.mp3,0.5093414707341268,0.36536964781746023,Content/Relaxed,Neutral/Balanced,Q3,Sad/Calm,Q4,False
MT0000320757,MT0000320757.mp3,0.4692492981084483,0.4747085484304799,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000353361,MT0000353361.mp3,0.4335157085362554,0.344765666520979,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000357325,MT0000357325.mp3,0.34375567234848475,0.38153697172619033,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000379144,MT0000379144.mp3,0.42075647423482954,0.49757337230295884,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000380971,MT0000380971.mp3,0.3197385953282829,0.40000200435985805,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000381928,MT0000381928.mp3,0.32565929855275455,0.4966535625966055,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000408441,MT0000408441.mp3,0.34436972779430763,0.4267081764271471,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000413173,MT0000413173.mp3,0.4003417489975301,0.37121605226370846,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000426771,MT0000426771.mp3,0.46232449900793654,0.49064647321428567,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000446304,MT0000446304.mp3,0.4812244270833333,0.3658316725808913,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000487439,MT0000487439.mp3,0.3056093315089953,0.441045037202381,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000515256,MT0000515256.mp3,0.34312302455357135,0.3200460263347762,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000526867,MT0000526867.mp3,0.3905712872023809,0.3852534397326929,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000534539,MT0000534539.mp3,0.45374650776050596,0.42657545634920635,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000547065,MT0000547065.mp3,0.3812211239035089,0.39848031653535043,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000553622,MT0000553622.mp3,0.35116089629120867,0.2923742448344278,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000567692,MT0000567692.mp3,0.5304081430375183,0.3671443650793651,Content/Relaxed,Neutral/Balanced,Q3,Sad/Calm,Q4,False
MT0000570966,MT0000570966.mp3,0.48787990688131316,0.4138939591825799,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000603187,MT0000603187.mp3,0.43080514204545445,0.36061863253066384,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000603561,MT0000603561.mp3,0.39098051976753667,0.3757120766167313,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000619767,MT0000619767.mp3,0.42361885461760446,0.45514204883658005,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000643201,MT0000643201.mp3,0.5190883382936505,0.39199524305555555,Content/Relaxed,Neutral/Balanced,Q3,Sad/Calm,Q4,False
MT0000661250,MT0000661250.mp3,0.38566413746524986,0.3868250719246032,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000685324,MT0000685324.mp3,0.3384857828803139,0.40078414186507944,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000685538,MT0000685538.mp3,0.36816801587301595,0.36715178777819396,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000685552,MT0000685552.mp3,0.42126433779761896,0.5198424996841278,Angry/Tense,Neutral/Balanced,Q3,Sad/Calm,Q2,False
MT0000688115,MT0000688115.mp3,0.3677004191468254,0.34894334077380945,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000688312,MT0000688312.mp3,0.4235400291895604,0.45583522934173665,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000720686,MT0000720686.mp3,0.4092129327862566,0.3638835391865078,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000727738,MT0000727738.mp3,0.4716836203903258,0.3893663631854256,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000747666,MT0000747666.mp3,0.5054838303449667,0.4058989583333332,Content/Relaxed,Neutral/Balanced,Q3,Sad/Calm,Q4,False
MT0000763275,MT0000763275.mp3,0.42401706200049966,0.35455299107142857,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000764951,MT0000764951.mp3,0.45649186411614034,0.32630232017555527,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000776108,MT0000776108.mp3,0.36844642590048826,0.39829643240440127,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000780401,MT0000780401.mp3,0.4626533959636405,0.3959784894444543,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000796526,MT0000796526.mp3,0.3588454168921354,0.46842983382936515,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000811743,MT0000811743.mp3,0.3427358823953825,0.47544539400703456,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000829765,MT0000829765.mp3,0.3113593800664206,0.3689294694585639,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000832464,MT0000832464.mp3,0.44503677579365086,0.47835950802669536,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000850050,MT0000850050.mp3,0.40973220745573846,0.36852014986443293,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000853072,MT0000853072.mp3,0.49004814856150797,0.3936175351037853,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000857091,MT0000857091.mp3,0.4025295461309525,0.47525925673594743,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000875199,MT0000875199.mp3,0.4330843303571429,0.3933423534451659,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000886723,MT0000886723.mp3,0.4735982977092351,0.4955761877037932,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000889229,MT0000889229.mp3,0.33751595238095233,0.4291894371427183,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000931402,MT0000931402.mp3,0.45515875202922074,0.3648390600198413,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0000941301,MT0000941301.mp3,0.38639250090187605,0.311962683531746,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000949813,MT0000949813.mp3,0.3295568635010821,0.38261452380952415,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0000950090,MT0000950090.mp3,0.39040796760972357,0.3797642633928572,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001016068,MT0001016068.mp3,0.4306520644328132,0.4512307832792209,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001030436,MT0001030436.mp3,0.4448906503805103,0.4128301922036297,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001035786,MT0001035786.mp3,0.4676969452888913,0.44176774363713117,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001052263,MT0001052263.mp3,0.4679540668941902,0.32536239487942625,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001062700,MT0001062700.mp3,0.5463617989190842,0.4248123597582973,Content/Relaxed,Neutral/Balanced,Q3,Sad/Calm,Q4,False
MT0001068364,MT0001068364.mp3,0.3839383497916197,0.4264459990530303,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001095298,MT0001095298.mp3,0.3840874082341271,0.5084779513888888,Angry/Tense,Neutral/Balanced,Q3,Sad/Calm,Q2,False
MT0001102610,MT0001102610.mp3,0.4457373667478356,0.39797054631132744,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001104467,MT0001104467.mp3,0.510547207387676,0.3723973691586191,Content/Relaxed,Neutral/Balanced,Q3,Sad/Calm,Q4,False
MT0001115644,MT0001115644.mp3,0.3576837977888353,0.3593266096230158,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001134958,MT0001134958.mp3,0.3948163007305193,0.43089205109126966,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001137053,MT0001137053.mp3,0.5452841369047622,0.3866764136904763,Content/Relaxed,Neutral/Balanced,Q3,Sad/Calm,Q4,False
MT0001152664,MT0001152664.mp3,0.46192710845532386,0.36961789930555555,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001156310,MT0001156310.mp3,0.35047604285420464,0.41399055021367537,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001157069,MT0001157069.mp3,0.31909560515873014,0.35343221275252534,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001193971,MT0001193971.mp3,0.4042662190378046,0.46211284384018725,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001194164,MT0001194164.mp3,0.4768182688492061,0.3822729211760462,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001230298,MT0001230298.mp3,0.4110977313311689,0.4959594190116844,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001253889,MT0001253889.mp3,0.4321375022546896,0.4419691375811688,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001256033,MT0001256033.mp3,0.40373070188492066,0.4419945045405983,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001265984,MT0001265984.mp3,0.33294064682815,0.35869454892622343,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001266436,MT0001266436.mp3,0.3309971559863747,0.4144937822420634,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001277283,MT0001277283.mp3,0.4397205142956087,0.3707623944805193,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001284801,MT0001284801.mp3,0.35932689984545696,0.31178494880299296,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001297031,MT0001297031.mp3,0.4116702761994949,0.3910742586580085,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001298241,MT0001298241.mp3,0.3511371659330254,0.4048380291483437,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001302466,MT0001302466.mp3,0.4329220297403382,0.39408352926587303,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001305550,MT0001305550.mp3,0.3242388219785978,0.34732191964285725,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001309422,MT0001309422.mp3,0.3349338798226232,0.43667416481802496,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001323890,MT0001323890.mp3,0.4678845881028695,0.4190456671626983,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001331047,MT0001331047.mp3,0.31131051452020203,0.33613632726648346,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001332899,MT0001332899.mp3,0.4101269012324479,0.2926936920705782,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001339839,MT0001339839.mp3,0.3208782732683983,0.3673554827492969,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001340527,MT0001340527.mp3,0.37847566513347763,0.46491209325396804,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001356637,MT0001356637.mp3,0.3830768322614134,0.39078380217005226,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001362313,MT0001362313.mp3,0.4196839570677979,0.43074476686507945,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001369981,MT0001369981.mp3,0.3830779796169076,0.34696246441926126,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001372070,MT0001372070.mp3,0.40201622970779227,0.29504008928571424,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001385947,MT0001385947.mp3,0.3943903345959596,0.33986087201736753,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001395462,MT0001395462.mp3,0.3033954857815796,0.33155383552211687,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001404677,MT0001404677.mp3,0.38302369904401173,0.34010877480158735,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001435061,MT0001435061.mp3,0.4141354795586713,0.41575623249766813,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001440624,MT0001440624.mp3,0.39362410837426454,0.3904949626026902,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001453285,MT0001453285.mp3,0.3445490265376985,0.35965625193259115,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001472536,MT0001472536.mp3,0.3915321974206351,0.3771321577380954,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001474073,MT0001474073.mp3,0.3141118546841032,0.366035374313187,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001494267,MT0001494267.mp3,0.4208303563161375,0.34536336404914536,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001497786,MT0001497786.mp3,0.36488928397289766,0.4204134167568542,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001509615,MT0001509615.mp3,0.35936556479978365,0.33066946444180806,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001515531,MT0001515531.mp3,0.5493517017372724,0.3679071262591572,Content/Relaxed,Neutral/Balanced,Q3,Sad/Calm,Q4,False
MT0001518335,MT0001518335.mp3,0.29023176091269814,0.4161354263965203,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001523435,MT0001523435.mp3,0.3602740956174138,0.36341197548978793,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001526386,MT0001526386.mp3,0.36930786210317457,0.43847258928571425,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001533920,MT0001533920.mp3,0.4354290252976192,0.48852462301587285,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001542676,MT0001542676.mp3,0.5388818524531024,0.42455692212301605,Content/Relaxed,Neutral/Balanced,Q3,Sad/Calm,Q4,False
MT0001547111,MT0001547111.mp3,0.42488448412698404,0.3481270014880953,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001548914,MT0001548914.mp3,0.35054958463280045,0.32719104099025975,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001566152,MT0001566152.mp3,0.44560171238244534,0.43369670395792226,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001598707,MT0001598707.mp3,0.4558899950396827,0.41377193204365065,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001608499,MT0001608499.mp3,0.37691380532213226,0.4131012053571429,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001610914,MT0001610914.mp3,0.42451847222222233,0.4238815830176768,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001634305,MT0001634305.mp3,0.3631705555555555,0.48475290336399723,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001641430,MT0001641430.mp3,0.5225484846230158,0.42918170253357735,Content/Relaxed,Neutral/Balanced,Q3,Sad/Calm,Q4,False
MT0001646256,MT0001646256.mp3,0.3012988083964646,0.4063654734848486,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001658982,MT0001658982.mp3,0.3329000755321067,0.3807053113026821,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001673884,MT0001673884.mp3,0.42375321707806074,0.4208789552808303,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001742519,MT0001742519.mp3,0.4060859008418544,0.4842208083057839,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001747053,MT0001747053.mp3,0.40658493055555556,0.47403091783927215,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001760172,MT0001760172.mp3,0.35448452309995965,0.3921615296855922,Sad/Calm,Melancholy/Calm,Q3,Sad/Calm,Q3,True
MT0001810607,MT0001810607.mp3,0.416002179346167,0.46131133721577344,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001839466,MT0001839466.mp3,0.3780636613669589,0.41224105158730145,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001841416,MT0001841416.mp3,0.33502754386238764,0.44767391233766224,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001844620,MT0001844620.mp3,0.3748787044552669,0.43786267609126983,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001853221,MT0001853221.mp3,0.3845417067317895,0.46163656682649645,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001862892,MT0001862892.mp3,0.3515760383779295,0.44645024931318694,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001868336,MT0001868336.mp3,0.4094604670260668,0.3260897942821067,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
MT0001871732,MT0001871732.mp3,0.319424623015873,0.4399074269260553,Sad/Calm,Neutral/Balanced,Q3,Sad/Calm,Q3,True
